  FREQ        VM(1)       VP(1)       IM(VIN)     IP(VIN)     


   2.089E+02   1.000E+00   0.000E+00   7.727E+01  -1.248E+02
   2.138E+02   1.000E+00   0.000E+00   7.845E+01  -1.249E+02
   2.188E+02   1.000E+00   0.000E+00   7.964E+01  -1.249E+02
   2.239E+02   1.000E+00   0.000E+00   8.085E+01  -1.250E+02
   2.291E+02   1.000E+00   0.000E+00   8.207E+01  -1.250E+02
   2.344E+02   1.000E+00   0.000E+00   8.330E+01  -1.251E+02
   2.399E+02   1.000E+00   0.000E+00   8.454E+01  -1.252E+02
   2.455E+02   1.000E+00   0.000E+00   8.580E+01  -1.253E+02
   2.512E+02   1.000E+00   0.000E+00   8.707E+01  -1.253E+02
   2.570E+02   1.000E+00   0.000E+00   8.834E+01  -1.254E+02
   2.630E+02   1.000E+00   0.000E+00   8.963E+01  -1.255E+02
   2.692E+02   1.000E+00   0.000E+00   9.093E+01  -1.256E+02
   2.754E+02   1.000E+00   0.000E+00   9.224E+01  -1.257E+02
   2.818E+02   1.000E+00   0.000E+00   9.356E+01  -1.258E+02
   2.884E+02   1.000E+00   0.000E+00   9.489E+01  -1.258E+02
   2.951E+02   1.000E+00   0.000E+00   9.623E+01  -1.259E+02
   3.020E+02   1.000E+00   0.000E+00   9.758E+01  -1.260E+02
   3.090E+02   1.000E+00   0.000E+00   9.893E+01  -1.261E+02
   3.162E+02   1.000E+00   0.000E+00   1.003E+02  -1.262E+02
   3.236E+02   1.000E+00   0.000E+00   1.017E+02  -1.263E+02
   3.311E+02   1.000E+00   0.000E+00   1.031E+02  -1.264E+02
   3.388E+02   1.000E+00   0.000E+00   1.044E+02  -1.265E+02
   3.467E+02   1.000E+00   0.000E+00   1.058E+02  -1.266E+02
   3.548E+02   1.000E+00   0.000E+00   1.072E+02  -1.267E+02
   3.631E+02   1.000E+00   0.000E+00   1.087E+02  -1.267E+02
   3.715E+02   1.000E+00   0.000E+00   1.101E+02  -1.268E+02
   3.802E+02   1.000E+00   0.000E+00   1.115E+02  -1.269E+02
   3.890E+02   1.000E+00   0.000E+00   1.130E+02  -1.270E+02
   3.981E+02   1.000E+00   0.000E+00   1.144E+02  -1.270E+02
   4.074E+02   1.000E+00   0.000E+00   1.159E+02  -1.271E+02
   4.169E+02   1.000E+00   0.000E+00   1.173E+02  -1.272E+02
   4.266E+02   1.000E+00   0.000E+00   1.188E+02  -1.272E+02
   4.365E+02   1.000E+00   0.000E+00   1.203E+02  -1.273E+02
   4.467E+02   1.000E+00   0.000E+00   1.218E+02  -1.273E+02
   4.571E+02   1.000E+00   0.000E+00   1.233E+02  -1.274E+02
   4.677E+02   1.000E+00   0.000E+00   1.249E+02  -1.274E+02
   4.786E+02   1.000E+00   0.000E+00   1.264E+02  -1.275E+02
   4.898E+02   1.000E+00   0.000E+00   1.280E+02  -1.275E+02
   5.012E+02   1.000E+00   0.000E+00   1.295E+02  -1.275E+02
   5.129E+02   1.000E+00   0.000E+00   1.311E+02  -1.275E+02
   5.248E+02   1.000E+00   0.000E+00   1.327E+02  -1.275E+02
   5.370E+02   1.000E+00   0.000E+00   1.344E+02  -1.275E+02
   5.495E+02   1.000E+00   0.000E+00   1.360E+02  -1.275E+02
   5.623E+02   1.000E+00   0.000E+00   1.377E+02  -1.275E+02
   5.754E+02   1.000E+00   0.000E+00   1.394E+02  -1.275E+02
   5.888E+02   1.000E+00   0.000E+00   1.411E+02  -1.275E+02
   6.026E+02   1.000E+00   0.000E+00   1.428E+02  -1.275E+02
   6.166E+02   1.000E+00   0.000E+00   1.446E+02  -1.274E+02
   6.310E+02   1.000E+00   0.000E+00   1.464E+02  -1.274E+02
   6.457E+02   1.000E+00   0.000E+00   1.482E+02  -1.274E+02
   6.607E+02   1.000E+00   0.000E+00   1.500E+02  -1.273E+02
   6.761E+02   1.000E+00   0.000E+00   1.519E+02  -1.273E+02
   6.918E+02   1.000E+00   0.000E+00   1.538E+02  -1.272E+02
   7.079E+02   1.000E+00   0.000E+00   1.558E+02  -1.271E+02
   7.244E+02   1.000E+00   0.000E+00   1.577E+02  -1.271E+02
   7.413E+02   1.000E+00   0.000E+00   1.598E+02  -1.270E+02
   7.586E+02   1.000E+00   0.000E+00   1.618E+02  -1.269E+02
   7.762E+02   1.000E+00   0.000E+00   1.639E+02  -1.268E+02
   7.943E+02   1.000E+00   0.000E+00   1.661E+02  -1.268E+02
   8.128E+02   1.000E+00   0.000E+00   1.682E+02  -1.267E+02
   8.318E+02   1.000E+00   0.000E+00   1.705E+02  -1.266E+02
   8.511E+02   1.000E+00   0.000E+00   1.727E+02  -1.265E+02
   8.710E+02   1.000E+00   0.000E+00   1.751E+02  -1.264E+02
   8.913E+02   1.000E+00   0.000E+00   1.774E+02  -1.263E+02
   9.120E+02   1.000E+00   0.000E+00   1.799E+02  -1.262E+02
